type,id,lat,lon,timestamp,version,changeset,user,uid,tags/branch,tags/brand,tags/brand:en,tags/brand:ja,tags/brand:wikidata,tags/brand:wikipedia,tags/name,tags/name:en,tags/name:ja,tags/name:ja-Latn,tags/name:ja_kana,tags/name:ja_rm,tags/opening_hours,tags/shop,tags/smoking,tags/source,tags/wheelchair,tags/addr:full,tags/addr:postcode,tags/atm,tags/internet_access,tags/level,tags/name:ko,tags/official_name:en,tags/operator,tags/phone,tags/website,tags/check_date,tags/operator:en,tags/operator:ja,tags/addr:block_number,tags/addr:city,tags/addr:housenumber,tags/addr:neighbourhood,tags/addr:province,tags/contact:phone,tags/name:es,tags/name:fr,tags/name:zh,tags/addr:quarter,tags/start_date,tags/wikidata,tags/wikipedia,tags/addr:suburb,tags/contact:twitter,tags/email,tags/source:phone,tags/toilets:wheelchair,tags/layer,tags/int_name,tags/addr:floor,tags/addr:housename,tags/description,tags/operator:wikidata,tags/operator:wikipedia,tags/fixme,tags/alt_name,tags/air_conditioning,tags/currency:JPY,tags/fax,tags/internet_access:fee,tags/payment:cards,tags/payment:cash,tags/payment:coins,tags/payment:credit_cards,tags/toilets,tags/natural,tags/official_name,tags/official_name:ja,tags/wheelchair:description,tags/second_hand,tags/clothes,tags/cuisine,tags/branch:en,tags/branch:ja,tags/short_name,tags/wikimedia_commons,tags/alt_name:en,tags/addr:country,tags/addr:housename:en,tags/shop:anime,tags/shop:books,tags/shop:comic_goods,tags/shop:doujinshi,tags/shop:figurines,tags/shop:games,tags/shop:manga,tags/shop:music,tags/shop:videos,tags/delivery,tags/wifi,tags/fixme:ja,tags/building:levels,tags/addr:street,tags/amenity,tags/toilets:access,tags/note,tags/crossing,tags/crossing:island,tags/crossing:markings,tags/highway,tags/tactile_paving,tags/name:ru,tags/addr:city:en,tags/addr:neighbourhood:ja-Latn,tags/contact:fax,tags/shop:cosplay,tags/website:en,tags/tourism,tags/contact:facebook,tags/addr:room,tags/male,tags/payment:waon,tags/takeaway,tags/organic,tags/addr:flats,tags/contact:instagram,tags/sport,tags/internet_access:ssid,tags/name:ja-Hira,tags/outdoor_seating,tags/check_date:currency:XBT,tags/currency:XBT,tags/brand:ja-Latn,tags/contact:website,tags/level:ref,tags/addr:province:en,tags/beauty,tags/massage,tags/payment:mastercard,tags/payment:visa,tags/check_date:opening_hours,tags/opening_hours:signed,tags/service:vehicle:car_sales,tags/service:vehicle:used_car_sales,tags/memo,tags/brand:zh,tags/url,tags/disused:contact:facebook,tags/disused:contact:instagram,tags/bulk_purchase,tags/zero_waste,tags/name:nl,tags/diet:vegan,tags/craft,tags/network,tags/network:wikidata,tags/payment:american_express,tags/payment:diners_club,tags/payment:discover_card,tags/payment:jcb,tags/healthcare,tags/brand:website,tags/payment:alipay,tags/payment:au_pay,tags/payment:d_barai,tags/payment:edy,tags/payment:icsf,tags/payment:id,tags/payment:line_pay,tags/payment:merpay,tags/payment:nanaco,tags/payment:others,tags/payment:paypay,tags/payment:pitapa,tags/payment:quicpay,tags/payment:rakuten_pay,tags/payment:unionpay,tags/payment:wechat,tags/model,tags/image,tags/opening_hours:covid19,tags/copy_facility,tags/self_service,tags/branch:zh,tags/short_name:en,tags/short_name:ja,tags/books,tags/self_checkout,tags/payment:lightning,tags/payment:lightning_contactless,tags/payment:onchain,tags/payment:prepaid_ticket,tags/branch:es,tags/payment:jcoin_pay,tags/payment:smart_code,tags/payment:yucho_pay,tags/female,tags/payment:contactless,tags/addr:quarter:en,tags/source:opening_hours,tags/payment:debit_cards,tags/contact:line,tags/anime:costume,tags/checked_date,tags/clothes:costumes,tags/clothes:for,tags/contact:yelp,tags/payment:app,tags/payment:apple_pay,tags/payment:google_pay,tags/payment:notes,tags/trade,tags/indoor_seating,tags/toilets:disposal,tags/toilets:handwashing,tags/toilets:paper_supplied,tags/toilets:position,tags/addr:building,tags/addr:ward,tags/contact:tiktok,tags/description:en,tags/description:es,tags/description:fr,tags/description:ja,tags/description:ko,tags/fashion,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,nodes/11,nodes/12,nodes/13,nodes/14,nodes/15,nodes/16,nodes/17,nodes/18,nodes/19,nodes/20,nodes/21,nodes/22,nodes/23,nodes/24,nodes/25,nodes/26,nodes/27,nodes/28,nodes/29,nodes/30,nodes/31,nodes/32,nodes/33,tags/building,tags/building:material,tags/building:colour,tags/height,tags/roof:colour,tags/landuse,nodes/34,nodes/35,nodes/36,nodes/37,nodes/38,nodes/39,nodes/40,tags/old_name,tags/old_name:en,tags/building:levels:underground,nodes/41,nodes/42,nodes/43,nodes/44,nodes/45,nodes/46,nodes/47,nodes/48,nodes/49,tags/alt_name:ja-Hira,tags/alt_name:ja-Latn,tags/architect,tags/location,tags/hairdresser,nodes/50,nodes/51,nodes/52,nodes/53,nodes/54,nodes/55,tags/assembly_point:unable_to_move,tags/emergency,tags/indoor,tags/room,tags/name:he,tags/architect:wikidata,tags/building:wikidata,tags/contact:tripadvisor,tags/roof:shape,tags/survey:date,tags/information,tags/alt_name:fr,members/0/type,members/0/ref,members/0/role,members/1/type,members/1/ref,members/1/role,tags/type
node,1681422063,35.6607396,139.7021049,2025-04-02T09:22:30Z,7,164410923,CR86,1879503,,FamilyMart,FamilyMart,ファミリーマート,Q11247682,en:FamilyMart,ファミリーマート,FamilyMart,ファミリーマート,,ファミリーマート,Famirī Mato,,convenience,,survey　2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681422066,35.65966,139.7020188,2025-07-03T05:46:28Z,6,168427308,wheelmap_visitor,290680,,プロミス,Promise,プロミス,Q11243682,,プロミス,Promise,プロミス,,プロミス,,,money_lender,,survey　2012/03/18,no,,,,,,,SMBC Consumer Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMBCコンシューマーファイナンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681422081,35.6596824,139.702009,2016-08-23T23:00:47Z,3,41649993,_Yuki_K_,3933181,,,,,,,中央コンタクト,Chuo Contact Lenses,,,,,,optician,,survey　2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681422085,35.6607817,139.7021197,2016-08-23T22:15:50Z,4,41649458,_Yuki_K_,3933181,,,,,,,山崎伊久江美容室,Ikue Yamazaki's,山崎伊久江美容室,,,,,hairdresser,,survey　2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496625,35.6611255,139.7025036,2025-07-03T05:37:16Z,3,168426860,wheelmap_visitor,290680,,,,,,,Suit Select,,,,,,,clothes,,survey;2012/03/18,no,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496652,35.6610737,139.7020458,2016-08-23T22:15:49Z,4,41649458,_Yuki_K_,3933181,,,,,,,きもの学院,Kimono Gakuin,きもの学院,,,,,clothes,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496684,35.6612801,139.7020726,2013-04-04T15:12:48Z,2,15608989,dpp,141243,,,,,,,アキヘアサロン,,アキヘアサロン,,アキヘアサロン,,,hairdresser,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496686,35.6611105,139.7020982,2022-12-31T17:08:20Z,3,130728843,JaLooooNz,741163,,,,,,,オグラ眼鏡店,,オグラ眼鏡店,,,,,optician,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496693,35.6609753,139.7025215,2016-08-23T22:15:48Z,2,41649458,_Yuki_K_,3933181,,,,,,,カミムラ文具店,Kamimura's,,,,,,stationery,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496698,35.661091,139.7025093,2025-07-03T05:36:10Z,7,168426816,wheelmap_visitor,290680,渋谷,クロサワ楽器店,Kurosawa Gakki,クロサワ楽器店,,,クロサワバイオリン,Kurosawa Violin,クロサワバイオリン,,クロサワバイオリン,,,musical_instrument,,survey;2012/03/18,no,,150-0002,,,-1,,,,03-5766-3431,https://www.kurosawaviolin.com/,,,,16,,9,1,東京都,,,,,渋谷,,Q11678496,ja:黒澤楽器店,渋谷区,,sibvh@kurosawagakki.com,,,,,,KIビル,,,,,,,,,,,,,,,,,,,,,,Shibuya,渋谷,,"Category:T.Kurosawa & Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681496808,35.6608519,139.702509,2016-08-23T22:15:48Z,4,41649458,_Yuki_K_,3933181,,,,,,,京都きもの友禅,Kyoto Kimono Yuzen,京都きもの友禅,,,,,clothes,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588632,35.6599267,139.7025977,2025-04-04T01:25:44Z,2,164487355,CR86,1879503,,エイチ・アイ・エス,H.I.S.,エイチ・アイ・エス,Q1452225,,エイチ・アイ・エス,H.I.S.,エイチ・アイ・エス,,,,,travel_agency,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588636,35.6597705,139.7026643,2012-03-19T14:00:38Z,1,11029897,kurauchi,407245,,,,,,,Top 1,,,,,,,mobile_phone,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588643,35.6594947,139.7030925,2016-08-23T23:00:47Z,2,41649993,_Yuki_K_,3933181,,,,,,,センタースポーツ,Center Sports,,,,,,sports,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588647,35.6607248,139.7027582,2016-08-23T22:15:49Z,2,41649458,_Yuki_K_,3933181,,,,,,,トート音楽室,Thoth Music Academy,,,,,,musical_instrument,,survey;2012/03/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588658,35.6604769,139.7025164,2025-07-03T05:49:18Z,2,168427440,wheelmap_visitor,290680,,,,,,,,,,,,,,vacant,,survey;2012/03/18,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588663,35.6608153,139.7027385,2025-07-03T05:44:24Z,2,168427187,wheelmap_visitor,290680,,,,,,,リーブ21,,,,,,,hairdresser,,survey;2012/03/18,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1681588673,35.6597917,139.7026303,2025-07-03T05:56:37Z,5,168427814,wheelmap_visitor,290680,,宝くじ,Takarakuji,宝くじ,Q87824893,,宝くじ,Takarakuji,宝くじ,,,,,lottery,,survey;2012/03/18,yes,,,,,,,National Autonomous Lottery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全国自治宝くじ,全国自治宝くじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1684609243,35.6568544,139.7012101,2025-07-03T05:29:33Z,2,168426491,wheelmap_visitor,290680,,,,,,,IKEBE JUNGLE GUITARS,,,,,,,musical_instrument,,survey,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1684609245,35.656888,139.7011585,2013-01-13T16:02:21Z,2,14636310,dpp,141243,,,,,,,Music Lnad Key,,,,,,,musical_instrument,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1684609269,35.6569764,139.7008881,2025-05-21T02:12:48Z,8,166547250,CR86,1879503,渋谷桜丘町店,FamilyMart,FamilyMart,ファミリーマート,Q11247682,en:FamilyMart,ファミリーマート,FamilyMart,ファミリーマート,Famirī Māto,ふぁみりーまーと,Famirī Māto,,convenience,,survey,yes,,,,,,,,,+81 3 5489 7854,https://www.family.co.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1687240023,35.6614004,139.6973733,2025-05-23T02:47:05Z,15,166635491,gc27,7130304,渋谷店,アニメイト,Animate,アニメイト,Q1041890,ja:アニメイト,アニメイト,Animate,アニメイト,,,,"Mo-Fr 11:00-22:00, Sa 11:00-21:00, Su 11:00-22:00",hobby,,,,,150-0042,,,3,,,,03-5458-2454,https://www.animate.co.jp/shop/shibuya/,,,,31,渋谷区,2,,東京都,+81 3-5458-2454,,,,宇田川町,,,,,,,,,,,,渋谷BEAM,,,,,,,,,,,,,,,,,,,,,,Shibuya,,,,,JP,Ikebukuro Beam,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1692587732,35.6551075,139.6993622,2025-07-03T06:14:56Z,2,168428574,wheelmap_visitor,290680,,,,,,,takei,,,,,,,hairdresser,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1693090826,35.6584303,139.7000166,2025-07-03T05:02:59Z,2,168425186,wheelmap_visitor,290680,,,,,,,フレッシュ大和田,,,,,,,supermarket,,Bing,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1693090859,35.6578248,139.6993531,2025-07-03T05:26:37Z,3,168426325,wheelmap_visitor,290680,,,,,,,渋谷古書センター,,,,,,Mo-Su 13:00-19:00,books,,Bing,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1708824696,35.6468427,139.7113161,2015-01-24T03:02:03Z,2,28364243,ribbon,192905,,,,,,,ワイモバイル恵比寿,,,,,,,mobile_phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1725254275,35.6877213,139.6994547,2025-04-04T05:46:27Z,8,164491141,CR86,1879503,,FamilyMart,FamilyMart,ファミリーマート,Q11247682,ja:ファミリーマート,ファミリーマート,FamilyMart,ファミリーマート,,,Famirī Mato,,convenience,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
