type,id,lat,lon,timestamp,version,changeset,user,uid,tags/brand,tags/brand:en,tags/brand:ja,tags/brand:wikidata,tags/brand:wikipedia,tags/name,tags/name:en,tags/name:ja,tags/shop,tags/level,tags/name:ko,tags/opening_hours,tags/source,tags/website,tags/wheelchair,tags/name:ja_rm,tags/official_name:en,tags/wheelchair:description,tags/branch,tags/branch:en,tags/name:zh,tags/phone,tags/wikidata,tags/wikipedia,tags/atm,tags/check_date,tags/name:es,tags/name:pt,tags/name:vi,tags/short_name,tags/short_name:en,tags/short_name:ja,tags/male,tags/operator,tags/payment:cash,tags/payment:contactless,tags/payment:credit_cards,tags/name:ja-Latn,tags/toilets:wheelchair,tags/addr:city,tags/addr:housenumber,tags/addr:neighbourhood,tags/addr:block_number,tags/addr:country,tags/addr:housename,tags/addr:postcode,tags/addr:province,tags/addr:suburb,tags/shop:anime,tags/shop:game,tags/shop:tcg,tags/amenity,tags/name:fr,tags/air_conditioning,tags/currency:JPY,tags/payment:mastercard,tags/payment:visa,tags/clothes,tags/sport,tags/official_name,tags/location,tags/second_hand,tags/cuisine,tags/payment:mastercard_contactless,tags/twitter,tags/addr:room,tags/shop:books,tags/shop:comic_goods,tags/shop:doujinshi,tags/shop:figurines,tags/shop:games,tags/shop:manga,tags/shop:music,tags/shop:videos,tags/toilets,tags/anime:gift,tags/anime:manga,tags/addr:place,tags/contact:phone,tags/contact:website,tags/level:ref,tags/official_name:fr,tags/official_name:ja-Latn,tags/alt_name,tags/addr:street,tags/drink:juice,tags/payment:coins,tags/payment:icoca,tags/payment:notes,tags/takeaway,tags/wikimedia_commons,tags/branch:ja,tags/name:ja-Hira,tags/payment:visa_debit,tags/female,tags/self_checkout,tags/mobile,tags/addr:full,tags/addr:full:en,tags/contact:instagram,tags/contact:line,tags/note,tags/start_date,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,tags/building,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,nodes/11,nodes/12,nodes/13,nodes/14,nodes/15,nodes/16,nodes/17,nodes/18,nodes/19,nodes/20,nodes/21,nodes/22,nodes/23,nodes/24,nodes/25,nodes/26,nodes/27,nodes/28,nodes/29,nodes/30,tags/building:levels,tags/building:part,nodes/31,tags/layer,nodes/32,nodes/33,nodes/34,nodes/35,nodes/36,nodes/37,nodes/38,nodes/39,nodes/40,nodes/41,nodes/42,nodes/43,nodes/44,nodes/45,nodes/46,nodes/47,nodes/48,nodes/49,tags/addr:quarter
node,5152027304,34.7015358,135.4963615,2022-11-12T09:17:37Z,4,128804955,FlyingWitchDog,14052707,ハンズ,Hands,ハンズ,Q859212,,ハンズ,Hands,ハンズ,variety_store,9;10;11,,,,,,,,,梅田店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5178187484,34.7038545,135.4947365,2018-12-28T09:27:06Z,5,65835711,Rakkka,4954428,,,,,,Beams House,,ビームス ハウス,boutique,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fashion;women;men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5206521430,34.7033804,135.4964051,2017-11-22T12:40:45Z,2,54000519,Rakkka,4954428,,,,,,ピーチジョン ザ ストア,Peace John The Store,,cosmetics,,,Mo-Su 10:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429658,34.6990854,135.4959485,2017-11-13T13:25:33Z,1,53740297,Rakkka,4954428,,,,,,大林,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429659,34.6987458,135.4966633,2021-07-02T02:15:28Z,2,107284523,Rakkka,4954428,,,,,,信長書店,,,erotic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429660,34.6990269,135.4970133,2017-11-13T13:25:34Z,1,53740297,Rakkka,4954428,,,,,,ウインザーラケットショップ,,,sports,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429662,34.699011,135.4982365,2019-04-20T08:38:02Z,3,69397618,Munkson,212445,,,,,,ヤトゴルフ,,,sports,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429663,34.6989421,135.4974572,2017-11-13T13:25:34Z,1,53740297,Rakkka,4954428,,,,,,フォーエル,,,clothes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429664,34.6990332,135.4975327,2019-04-20T08:38:02Z,2,69397618,Munkson,212445,,,,,,Mt.石井スポーツ,,,sports,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,climbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429666,34.6990134,135.4996117,2017-11-13T13:25:34Z,1,53740297,Rakkka,4954428,,,,,,ピュアサウンド,,,music,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429667,34.6984745,135.4997452,2025-05-19T01:42:33Z,5,166453311,CR86,1879503,LAWSON,LAWSON,ローソン,Q1557223,ja:ローソン,ローソン,Lawson,ローソン,convenience,0,로손,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5226429668,34.6990325,135.4988345,2021-06-29T17:53:20Z,2,107163569,Yuxian,10084645,はるやま,Haruyama,はるやま,Q11275918,ja:はるやま商事,はるやま,Haruyama,はるやま,clothes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5242643218,34.7039768,135.4958015,2021-07-16T21:25:33Z,5,108141104,Yuxian,10084645,ライトオン,Right-on,ライトオン,Q11346416,ja:ライトオン,ライトオン,Right-on,ライトオン,clothes,5,,09:30-22:00,,https://right-on.co.jp/,,,,,ヨドバシ梅田店,,,+81 6 6485 3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5246918082,34.7038905,135.4961687,2020-11-02T12:07:50Z,5,93419101,Rakkka,4954428,,,,,,RAGEBLUE,Rage Blue,レイジブルー,clothes,5,,09:30-22:00,,http://www.rageblue.jp/,,,,,ヨドバシ梅田,,,+81 6 6292 5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5283166321,34.7034344,135.4971793,2019-08-20T11:55:51Z,5,73535816,Rakkka,4954428,,,,,,いかり,Ikari,,supermarket,0,,,,,,,,,,,Ikari super超市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5291849555,34.7038924,135.4951905,2023-08-08T10:17:29Z,3,139605584,Rakkka,4954428,KEYUCA,,,,,ケユカ,Keyuca,ケユカ,houseware,-1,,,,,,,,,グランフロント大阪店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5370502688,34.6995893,135.4944679,2018-01-29T15:02:54Z,1,55862370,yatcin,2180680,,,,,,ソニーストア,Sony Store,ソニーストア,electronics,3,,,survey 2018-01-28,,,,,,大阪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5370502689,34.6982981,135.4935493,2018-01-29T15:02:54Z,1,55862370,yatcin,2180680,,,,,,北大阪産経新聞販売,,,newsagent,,,,survey 2018-01-28,,,,,,桜橋専売所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北大阪産経新聞販売株式会社,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5422546069,34.7039637,135.498243,2022-10-24T12:19:05Z,3,127994421,wheelmap_visitor,290680,,,,,,,Cook Deli Gozen,,kiosk,1,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5437179381,34.7021561,135.4962005,2021-08-07T06:02:38Z,5,109294187,Rakkka,4954428,,,,,,クロスト,crost,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5634107190,34.6988836,135.4998498,2022-11-05T14:10:04Z,3,128522393,Rakkka,4954428,,,,,,永井古書店,,,books,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5636325904,34.7036095,135.5013625,2018-05-23T01:20:13Z,1,59195651,Munkson,212445,,,,,,Marty Mart,,,tobacco,0,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5647703849,34.7037984,135.4948525,2018-09-19T12:03:39Z,2,62728094,Munkson,212445,,,,,,Mont-bell,,,sports,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,climbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5647703850,34.7037417,135.4951272,2018-12-28T09:27:09Z,2,65835711,Rakkka,4954428,,,,,,CW-X conditioning store,,,sports,4,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5684981478,34.6990141,135.4984128,2025-05-19T01:42:33Z,4,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,en:7-Eleven,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,-1,,,,,yes,,Seven-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5684981480,34.699322,135.4986121,2024-09-09T11:17:36Z,5,156389592,Rakkka,4954428,ヴィ・ド・フランス,Vie de France,ヴィ・ド・フランス,Q7928249,ja:ヴィ・ド・フランス,ヴィ・ド・フランス,Vie de France,ヴィ・ド・フランス,bakery,-2,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vie De France,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5684981482,34.7009847,135.4982451,2022-11-12T09:17:37Z,3,128804955,FlyingWitchDog,14052707,ジンズ,JINS,ジンズ,Q11308974,,JINS,Jins,ジンズ,optician,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5714662622,34.701209,135.4984253,2018-07-26T01:36:10Z,2,61071951,Rakkka,4954428,,,,,,S・Fle',,スフレ,florist,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5733936533,34.6990671,135.4981769,2025-05-19T01:42:33Z,5,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,en:7-Eleven,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,-2,,,,,yes,,Seven-Eleven,,,,711便利店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5760549760,34.6988176,135.4978458,2018-08-22T12:52:53Z,2,61886983,Rakkka,4954428,,,,,,Yui,,,hairdresser,-2,,Mo-Fr 10:00-20:00; Sa 10:00-19:30; PH closed,,,yes,,,,,,,06-6341-3828,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5797424232,34.7026739,135.4946922,2024-11-09T03:25:23Z,8,158918409,87654321hhh,19414127,,,,,,蔦屋書店,Umeda Tsutaya Books,,books,8,,,,,,,,,梅田,,,,Q131100792,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,yes,@umetsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5846148866,34.7029576,135.4990867,2020-12-04T11:25:08Z,2,95290701,Rakkka,4954428,,,,,,阪急32番街,Hankyu 32 Bangai,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5858941191,34.6990675,135.49931,2023-07-23T08:33:02Z,5,138883364,okadatsuneo,10163840,ゲーマーズ,Gamers,,,,ゲーマーズ,Gamers,ゲーマーズ,hobby,-1,,11:00-20:00,,https://www.gamers.co.jp/shop/4214/,,,,,梅田店,Umeda,,06-6442-3755,,,,,,,,,,,,,,,,,,大阪市,3,梅田一丁目,1,JP,大阪駅前第3ビル,530-0001,大阪府,北区,yes,,,,,,,,,,,,,,,,,B100,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5860962134,34.7038137,135.4977735,2020-02-16T16:17:47Z,3,81075188,K_Sakanoshita,389520,,,,,,あんぱんや,,,bakery,0,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5865318031,34.7011649,135.4986066,2023-10-30T06:26:55Z,3,143345877,b-jazz-bot,9451067,,,,,,阪神梅田本店,Hanshin Umeda Main Store,,department_store,,,10:00-20:00,,https://www.hanshin-dept.jp/hshonten/,,,,,,,,+81 6 6345 1201,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5865318498,34.7034481,135.4991698,2024-09-10T00:24:47Z,3,156417783,Rakkka,4954428,,,,,,Sweet's,,スィーティーズ,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5890883055,34.6994555,135.4987665,2025-05-19T01:42:33Z,3,166453311,CR86,1879503,FamilyMart,FamilyMart,ファミリーマート,Q11247682,en:FamilyMart,ファミリーマート,FamilyMart,ファミリーマート,convenience,-2,,Mo-Su 07:00-23:00,,,yes,,,,ディアモール大阪店,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5896269887,34.703801,135.4999557,2025-05-19T01:42:33Z,4,166453311,CR86,1879503,ジャンプショップ,Jump Shop,ジャンプショップ,Q11310200,,ジャンプショップ,Jump Shop,ジャンプショップ,anime,5,,11:00-21:00,,http://www.shonenjump.com/j/jumpshop/store.html,,,,,大阪梅田店,Umeda,,06-6366-3722,,,,,,,,,,,,Shueisha,,,,,,大阪市,15,角田町,5,JP,HEP FIVE,,大阪府,北区,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5899280408,34.7037939,135.4978279,2020-02-16T16:17:47Z,4,81075188,K_Sakanoshita,389520,,,,,,Mior,,,confectionery,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5899709994,34.7017867,135.4962341,2025-07-05T00:56:58Z,6,168505878,gc27,7130304,トミカ,Tomica,,Q935432,,トミカ,Tomica,,toys,12,,10:00-20:00,,,yes,,Tomica Shop Osaka,,大阪店,Osaka,,,,,,,,,,,,,,,,,,Tomika,,大阪市,3,梅田三丁目,1,JP,大丸梅田店,530-8202,大阪府,北区,,,,,Tomica,,,,,,,トミカショップ 大阪店,,,,,,,,,,,,,,,,,,ソラマチ,+81 6-4796-6255,https://www.takaratomy.co.jp/products/tomicashop/shop/osaka.htm,13F,Tomica Osaka,Tomika shoppu Ōsaka-mise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6024790831,34.7034038,135.4983751,2025-05-19T01:42:33Z,5,166453311,CR86,1879503,A-1 Bakery,A-1 Bakery,エーワンベーカリー,Q117270360,,A-1 Bakery,A-1 Bakery,エーワンベーカリー,bakery,0,,,,,limited,,,,,,,,,,,2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6024790833,34.7033493,135.4982864,2024-05-10T06:37:10Z,4,151128830,Shinji Enoki,420519,,,,,,御座候,,,confectionery,0,,,,,yes,,,,,,,,,,,2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIROTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6024811131,34.6989784,135.4939918,2018-11-09T12:03:38Z,2,64322894,Rakkka,4954428,,,,,,ユナイテッドアローズ,UNITED ARROWS,,clothes,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6024811134,34.6996538,135.4940937,2020-07-25T02:09:58Z,2,88481372,fuk,550066,,,,,,TIFFANY&CO.,TIFFANY&CO.,ティファニー,clothes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6024811135,34.6999785,135.4945638,2020-07-25T02:09:58Z,2,88481372,fuk,550066,Gucci,,,Q178516,en:Gucci,Gucci,GUCCI,グッチ,clothes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6048835693,34.6991168,135.4934219,2022-11-12T09:17:37Z,2,128804955,FlyingWitchDog,14052707,Emporio Armani,,,Q3497483,,Emporio Armani,Emporio Armani,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6092459885,34.7039832,135.4952092,2018-12-28T09:27:10Z,2,65835711,Rakkka,4954428,,,,,,アリーナショップ大阪,Arena Shop Osaka,,sports,5,,,,,yes,,,,,,,,,,,,,,,,,,,Descente,,,,,,,,,,,,,,,,,,,,,,,,,swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6253707957,34.698587,135.4992846,2019-02-02T14:01:00Z,1,66856242,Munkson,212445,,,,,,王宮,,,massage,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6297058501,34.6986945,135.4950875,2025-05-19T01:42:33Z,3,166453311,CR86,1879503,LAWSON,LAWSON,ローソン,Q1557223,ja:ローソン,ローソン,Lawson,ローソン,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6336018229,34.701693,135.4979729,2024-06-24T08:33:48Z,4,153099784,b-jazz-bot,9451067,,,,,,梅田ジュースコーナー,,,beverages,-2,,Mo-Su 07:00-22:00,,https://ai-sakai.com/umedajuice/,,,,,,,,+81 6 6342 7890,,,,,,,,,,,,サカイ,,,,,,大阪市,6,梅田三丁目,,,,,大阪府,北区,,,,,,,yes,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,大阪駅前地下街,served,yes,yes,yes,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6337315185,34.7037208,135.4952872,2019-12-03T11:01:12Z,2,77870654,Rakkka,4954428,,,,,,アイスモンスター,Ice Monster,,confectionery,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
